unique_id,title,cluster
ID_5760,add nixpkgs please add allow people using nix package manager install including ability automatically download clone repository uses,272
ID_5761,export slack block json export slack block json implement support slack json block output easy curl output ggshield directly slack get nice display command definition done slack output handler json ported output type done already,128
ID_5762,export csv export csv implement support csv output csv used reporting format command definition done csv output handler json ported output type done already text default added output type done already,128
ID_5763,allow prereceive timeout modified env config feature request related problem please describe scanning limit set commits reach github pre receive timeout seconds ggshield seconds github using gitlab issue afford time describe solution would like allow timeout specified using env cli describe alternatives considered n additional context n,272
ID_5764,print message secrets detected feature request related problem please describe ggshield detect secret verbose mode set output cli returns zero error code although compliant linux tool philosophy always clear users customers scanning successful leaks describe solution would like issue goal track output issue think tackle lack information described either always output clear message like leak found even verbose mode set make verbose mode set default,253
ID_5765,secret found ouput secret detected gitguardian shield version reproduce bug latest version command executed describe bug running using docker image gitlab ci output looks like ggshield scan v ci ci commit sha ci commit sha xxxx commits scan scanning commits secrets engine version secrets found commit xxxx author xxx xx xxx com date fri oct incident found file slack bot py incident secrets detection slack bot token ignore sha xxxx occurrence def main slack key xxxx secrets found appears ggshield output expected behavior secrets found appear secret detected,309
ID_5766,input pypi packages feature request related problem please describe want scan packages publishing registry also able download registry scan package secrets describe alternatives considered maybe scanning tar gz since package path maybe path support compressed directory ggshield handle decompression commands given package name ggshield attempt pull pip wheel scan full archive given archive path ggshield attempt download archive url scan full archive,272
ID_5767,maintenance add support zipapp add support distribution pyz makes installation easier pre receive environment definition done x add zipapp support ggshield x automatically upload pyz archive every release,272
ID_5768,ggshield unable decode non utf data gitguardian shield version ggshield version command executed describe bug get error error unhandled exception utf codec decode byte xc position invalid continuation byte try execute git push command expected behavior running git push ggshield scans source code automatically screenshots traceback available none,309
ID_5769,pre push commit limit documentation mismatch according documentation pypi ggshield pre push hooks scan commits pre push hooks scan commits avoid developer interruption case commits push hook skipped practice appears commit limit,309
ID_5770,ggshield validate inputs passing python requests gitguardian shield version x reproduce bug latest version command executed ggshield command uses python request describe bug ggshield uses environment variables validate charset used translate trying send request leads following opaque error instance using note ascii dashes encoded using get encoding error expected behavior using forbidden characters clear error provided end user example could invalid api key match response would returned server gitguardian api key must contains characters encoded latin screenshots n traceback available,309
ID_5771,ggshield handle merge commits gitguardian shield version x reproduce bug latest version command executed describe bug merge commits present ggshield tries parse resulting empty files sent expected behavior merge commits ignored,309
ID_5772,unfold json output patches pre post scanning patches get pre post context help side side comparison know scan patch operation result addition modif deletion technicals json output get merged single feature split absent deserialized may bloat json much retrocompatibility concerns kept,128
ID_5773,allow banlisting detectors allow banlisting detectors config cli definition done x add repeated cli option banlist detectors x add config option list x merge two filter results,272
ID_5774,maintenance setup packaging using fpm fpm tool help creating packages definition done x fpm setup build rpm deb packages x release process uploads packages cloudsmith repositories x installation process cloudsmith repositories documented installation section readme,146
ID_5775,add option ignore ssl verify feature request related problem please describe add option commands ignore ssl verify describe solution would like option cli conf file describe alternatives considered clear concise description alternative solutions features considered additional context add context screenshots feature request,298
ID_5776,scan line offset one json scanning gitguardian shield version add context problem,309
ID_5778,docker scanning show spinner slow definition done display users spinner running,128
ID_5779,prepush hooks many commits scan x commits many commits pre push pre commit hook determine range compromise scan last x commits according user config option max commits hook default,309
ID_5780,add codefresh support add support codefresh technical implementation research,164
ID_5781,display progress bar scan processing well gitguardian shield version x reproduce bug latest version command executed describe bug scan arrives stays expected behavior scan arrives results displayed context scan requests behind progress bar trimming added overhead progress bar include documents processed,178
ID_5782,create ggshield cache ci environment gitguardian shield version x reproduce bug latest version command executed describe bug creates cache file causing potential conflicts unclean state workers expected behavior create cache file,309
ID_5783,core add control async scanners feature request related problem please describe allow users control number workers used ggshield describe solution would like add flag keep existing behavior default value override flag set,298
ID_5784,exclude common directories feature request related problem please describe exclude common directories without relying describe solution would like x add boolean flag enabled default scan mode x add boolean config enabled default x research patterns add default x add patterns default exclude list,272
ID_5785,add exclude repeatable option ignore files feature request related problem please describe add exclude repeatable option ignore files scan without using describe solution would like add exclude repeatable option command populate banlist patterns merge config available test applied,272
ID_5786,scan docker images feature request related problem please describe want able scan docker images saved platform pulling describe solution would like downloads image tries available export layers scan layer fs different present results layer,272
ID_5787,show remaining quota nice know quota cleared without going dashboard definition done x implement support py gitguardian implement displaying available use display implementer,128
ID_5788,show secret engine version app version troubleshooting instance info feature request related problem please describe describe solution would like first call api made store returned gg secrets engine version header global variable accessed part ggshield implemented py gitguardian first call api made store returned gg app version header global variable accessed part ggshield implemented py gitguardian deliverables print version gg secrets engine beginning results results return versions troubleshooting prompts implement return app api version healthy health already available py gitguardian output healthy api status healthy app version secrets engine version output unhealthy api returns xx xx status unhealthy app version unknown secrets engine version unknown,349
ID_5789,stack trace cwd root executing root unix linux filesystem results following stack trace issue sure history code seems overly complex returns executable found,283
ID_5790,rfe cli argument reports version number would like request cli argument added return version information,61
ID_5791,remote code execution windows run ggshield scan directory repository malicious git exe windows actual behavior executes malicious git exe repo scanning expected behavior execute code binary repo unintentionally,309
ID_5792,unreachable url email alert got email today click got error link redirection correct page,280
ID_5793,bug report memory exhausted running elightn versions php version laravel version enlightn version v enlightn pro version applicable v description running test enlighnpro artisan throws memory error steps reproduce run php artisan enlightn expected behavior package runs successfully actual behavior package run successfully additional information output happened running reliability checks check application uses cache busting passed check application configured publish package assets update failed application composer json file include recommended post update cmd scripts publish package assets update affected packages include horizon telescope documentation url check application contain dead routes passed check application sufficient disk space passed php fatal error allowed memory size bytes exhausted tried allocate bytes home runcloud webapps redefine dev vendor laravel framework src illuminate database connection php line symfony component errorhandler error fatalerror allowed memory size bytes exhausted tried allocate bytes vendor laravel framework src illuminate database connection php php fatal error allowed memory size bytes exhausted tried allocate bytes home runcloud webapps redefine dev vendor nunomaduro collision src highlighter php line php warning packets order expected received packet size unknown line runcloud sandbox webapps redefine dev,349
ID_5794,bug report customerrorpageanalyzer fails exception versions php version laravel version enlightn version enlightn pro version applicable description running analyzer fails following message steps reproduce change default errors view namespace using edit one custom error pages use variable available view run analyzer see fails exception expected behavior recognize custom error page throw exception actual behavior new check added analyzer implementation wrong exception instance error bag passed error page also work default namespace modified instance error pages instead directory additional information additional information configuration data might necessary reproduce issue,106
ID_5795,bug report cachebustinganalyzer ignores mix inproduction versions php version laravel version enlightn version enlightn pro version applicable description enlightn enlightnpro analyzers reliability cachebustinganalyzer fails although laravel docs suggest versioning production steps reproduce run analyzer non production environment expected behavior success actual behavior failure additional information perhaps static code analysis webpack mix js ensure called,106
ID_5796,bug report unusedglobalmiddlewareanalyzer outdated l versions php version laravel version enlightn version enlightn pro version applicable description unusedglobalmiddlewareanalyzer reports application contains global middleware currently used recommended remove middleware kernel class enhance performance slightly unused middleware include implemented also checks obsolete l steps reproduce using l setup run bang expected behavior test pass actual behavior test fails additional information n,106
ID_5797,feature request support larastan v feature request related problem please describe clear concise description problem ex always frustrated receiving errors trying install enlightn project larastan v installed trying figure opened issues referenced describe solution would like clear concise description want happen would nice updated support new verision enlightn larastan v describe alternatives considered clear concise description alternative solutions features considered sure solutions additional context add context screenshots feature request,298
ID_5799,feature request upgrading larastan phpstan released would great upgrade excellent package use thanks hard work put enlightn everyone envolved,29
ID_5800,feature request global php listener analyzer feature request related problem please describe related potential vulnerability globally listening php files nginx apache setup someone uses gadget uploaded site allowing forwarded onto nginx parsed php never allowed happen setting web server secure way adds invaluable protection describe solution would like test generic php files processed php main entry point laravel would bring awareness issue encouraging config server able passed onto php example common nginx config listens php files allow php files passed means exploit vector someone manages upload php file run stronger config makes impossible run anything main laravel entry point one thing aware method able run anything laravel site problem,349
ID_5801,bug report supporting multiple licenses causes false positive failure licenseanalyzer versions php version laravel version enlightn version enlightn pro version applicable description example laravel projects using jetstream failing enlightn dependency package licenses defined two default license whitelist causes fail even though steps reproduce make new laravel project jetstream require enlightn run watch fail licenseanalyzer expected behavior support multiple licenses causing false positives lack thereof actual behavior fails support multiple licenses additional information additional information configuration data might necessary reproduce issue,106
ID_5802,question trusted hosts without trusted proxies useless versions php version laravel version enlightn version latest description getting error application contains global middleware currently used understand related header header mentioned enlightn docs expected behavior test pass actual behavior test fails,106
ID_5803,feature request support redis url redissingleserveranalyzer check feature request related problem please describe test fails production heroku use env parameter instead separated configuration parameters set default configuration could safely deleted takes precedence others configuration parameters configuration file describe solution would like set something non empty test succeed describe alternatives considered disabled check installation fine additional context,156
ID_5804,bug report trustproxies correctly checked versions php version laravel version enlightn version description use trusted proxy heroku following configuration enlightn tells class check class setting property changes everything even config key mentioned,106
ID_5805,check auth user inside jobs queueables feature request related problem please describe auth user used inside queueables since user stop using accident something knowledge found tests either since run sync auth user describe solution would like warning using auth user auth user inside queueables least queue connection sync,348
ID_5806,wtfpl license bug report see license checked needs updated wtfpl license fuck want public license whitelisted well,244
ID_5807,bug report view caching analyzer incorrectly fails versions php version laravel version enlightn version description test counts blade files resources views compiled views storage framework views counts equal test fails however compiled views blade files today found compiled mail template components compiled maybe good idea change condition slightly test shoud fail less compiled views blade files steps reproduce run test view caching analyzer expected behavior test succeed equal compiled views blade files actual behavior test fails,106
ID_5808,checks work multitenancy app versions php version laravel version enlightn version oss description hi trying run enlightn multitenancy setup using checks seem work kind setup steps reproduce nothing special set laravel app multitenancy package per documentation expected behavior checks work guess although really expect work box example define preload code expected behavior would probably way configure actual behavior run enlightn checks throw exception oss version enlightn following checks work session driver analyzer csrf analyzer encrypted cookies analyzer http cookie analyzer,106
ID_5809,bug report worng percentage versions php version laravel version enlightn version enlightn pro version applicable description status performance reliability security total passed failed applicable error additional information,106
ID_5810,feature request add option show hidden lines feature request related problem please describe bit frustrating see hidden lines describe solution would like max visible lines away get around would helpful describe alternatives considered nothing additional context,253
ID_5811,feature request failing mode ci feature request related problem please describe would like run enlightn ci check every time problems occurring currently ci passes even problems describe solution would like would nice flag something like fail status code returned okay ci fail step analyzers could probably ignored depends use case would also suggest config entry add analyzers show errors mark analytics failed something like ignorefailing wished would make pr days probably weekend,162
ID_5812,pull request scan trigger hook add hook trigger project scan every pull request sent developer,316
ID_5813,scan local repo without remote causes scan break scanning local repo remote causes scan break example,178
ID_5814,oserror compute embeddings rare occasions called end scan crash happens,226
ID_5815,broken symbolic links break scan scanning repo contains symlink file scanner breaks open,301
ID_5816,tensorflow error hello team running tool ubuntu running cred digger via automation jenkins using size sleep sh python credentialdigger scan list similarity git token server token sqlite data db models pathmodel snippetmodel sleep w tensorflow stream executor platform default dso loader cc could load dynamic library libcuda dlerror libcuda open shared object file file directory w tensorflow stream executor cuda cuda driver cc failed call cuinit unknown error tensorflow stream executor cuda cuda diagnostics cc kernel driver appear running host sarthakcred digger proc driver nvidia version exist tensorflow core platform cpu feature guard cc tensorflow binary optimized oneapi deep neural network library onednn use following cpu instructions performance critical operations avx avx f fma enable operations rebuild tensorflow appropriate compiler flags tensorflow compiler mlir mlir graph optimization pass cc none mlir optimization passes enabled registered,349
ID_5817,scan user fails clone repo fails may break repository cloned example,178
ID_5818,scan user scan repos user using pull repos using github api later differ forks forks yet run fetch repositories get e g ones flagged internal internal archived appear results whereas archived ones,165
ID_5819,blank pages ui many repos discoveries db bottleneck makes impossible render ui acceptable time tested repos k discoveries todo code profile server find bottleneck,83
ID_5820,show discoveries file broken showing discoveries file ui enters infinite loop happen loading discoveries repo discoveries view,226
ID_5821,scan snapshot cli working similarity scan snapshot fail setting similarity feature reproduce error note works fine base note scanning snapshot using ui similarity computed issue python library cli,226
ID_5822,fix show github button scan snapshot snapshot repo scanned button show github work bug description path get filled possible reason delegate scan keep track reasonable local folders versioned git,226
ID_5823,add get discoveries cli cli possibility add rules scans missing command get results even always possible call directly ui immediate many users,264
ID_5824,show github button working git url repo scanned without end url e g passed url yet show github button discoveries view works url fix clean repo url generating link show github button,226
ID_5825,button flag fp working scan local results button flag discovery fp work setting discoveries scan folder exec bash container execute folder case want scan git repo folder remove first ui running review results manually flag one single discovery fp button works flagging discoveries file fps discovery view file view,226
ID_5827,wrong logger logger printed also scanning non git folder,178
ID_5828,would like feature scan specific repository branch hello would great feature scan specific branch repository also reduce scan time certain circumstances kindly consider,316
ID_5829,secure ui connections add https support ui furthermore ui accessible everybody visibility certain ip may secure simple optional login page e g set entered,92
ID_5830,error model path model missing meta json file built little play example following dockerfile based one something wrong,139
ID_5831,fix empty repo scan exception scan empty repository raises exception,287
ID_5832,pre commit hooks client side order provide developers possibility scan new portion code committing credential digger provide pre commit hook executes fast scan new portion code committed transparent manner portion code contained hardcoded credentials warning message displayed commit task frozen decision developer commit anyway modify code submit github documented officially notion pre commit hook opens source projects already proposed solutions,111
ID_5833,search bar work searching repos work error state fixing,122
ID_5834,models break scan change introduced branch introduced also bug use models scan break scan,178
ID_5835,flagging discoveries disable hide fp hide fp button activated user flags false positive false positive button hide fp gets disabled,335
ID_5836,repo rescan repo scanned new scan button yet new commits taken consideration e commits last scan commits scanned since select rules used new scan would suggest add also rescan repo checkbox chose whether force rescan repository instead scanning new commits flag trigger argument function,178
ID_5837,ignore forks scanning user scanning repositories user add parameter method e g decide whether scan forks user e repositories user forked appear repo list rationale usually forks outdated commit user commits generally never contain credentials,165
ID_5838,keep line number discovery add line number attributes discovery nb break code non retro compatible change,235
ID_5839,problem installation fasttext requirement problem run pip install r requirements txt fasttext error failed building wheel maybe need install source,146
ID_5840,client delete rule behaviour table defined foreign key rule id client delete rule may raise exception case rule used proposal sql table use category rules instead rule id client change keep rule category instead id keep maybe verified change retro compatible need update version credentialdigger,147
ID_5841,integrate path model ui download path model integrate ui show flag scan time whether activate,226
ID_5842,use logging instead prints implement logging replace prints,228
ID_5843,regression crash converttodottedproperties pass likely due default value obj destructuring clone go run error happen,139
ID_5844,ci broken typedastserializertest failing commit seems broken ci ran test locally log details summary typedastserializertest log summary details,169
ID_5845,compile results npm different site always used closure compiler service website compress files since days ago service offline tried npm perform compression turns npm generates different script one generated site example define output language ecma types beginning file always ecma types initially applies beginning file configure compiler via npm behavior web version,244
ID_5846,create source map throws exception windows using input source maps chunks closure throws exception try build source maps chunks java io filenotfoundexception dist closure common js map system find path specified seems like race condition issue source map depending module built dependency seems work properly run build without run reproducer available used flags chunk common chunk wrapper common function source map input dist esbuild chunk thfjkjq js dist esbuild chunk thfjkjq js map js dist esbuild chunk thfjkjq js source map input dist esbuild filecommon js dist esbuild filecommon js map js dist esbuild filecommon js chunk filea common chunk wrapper filea function source map input dist esbuild filea js dist esbuild filea js map js dist esbuild filea js chunk fileb common chunk wrapper fileb function source map input dist esbuild fileb js dist esbuild fileb js map js dist esbuild fileb js language ecmascript language ecmascript chunk output path prefix dist closure rename prefix namespace mynamespace compilation level advanced optimizations create source map outname map also tried seem work either even build without source maps prevent error mentioned build source maps source embedded,349
ID_5847,assume function wrapper seem anything following input compiles however following input remains even set missing something thought would result previous sample actually wrap code inside function,144
ID_5848,travis ci build failing last two travis builds failing,169
ID_5849,closure compiler gwt app fails rebuild done first standard build command readme md currently fails gwt app part build errors seem related using autovalue marked tried build personally head last release tags got errors every time,203
ID_5850,compiler crashes async function default argument compiling esnext es sample code crashes following error,290
ID_5851,invalid js doc causes invalid destructuring optimizations invalid js doc causes destructuring produce invalid code,144
ID_5852,empty destructuring statements removed result es starts work correctly es modules result,144
ID_5853,gwt version throws exceptions nightly builds npm package failing gwt version throwing following exception see git bisect blames f de e fad c e c e c travis build incorrectly marked successful fixed,169
ID_5854,es rescope global symbols crash stepping code nodes go figured destructured pattern children,304
ID_5855,es captures super fail ms edge breaks async await transpilation following code infinitely loop alert ms edge browsers seem handle correctly breaks async await transpilation es,58
ID_5856,mutated transitive es exports lose type checking mutated transitive exports lose type checking since transpile module isolation transpile mutated exports getters transitive exports include statements also transitive exports need mutable original since transpile isolation thus information must always getters going similar fix need scan es modules rewriting understand exactly importing,51
ID_5857,syntaxerror simple optimizations es object destructuring test js compile simple optimizations run node output expected output nothing actual output problem seems closure uses first local variable name without considering class already declared name,144
ID_5858,implicit return type promise async functions inferred warnings known fail code advanced optimization mode,144
ID_5859,incorrect semantics object rest given generated code deletes xx correct right hand side must mutated yy new object keys except xx,290
ID_5860,internal compiler error assigning class extending class expression b b,290
ID_5861,using result assignment module exports causes error simple code compiled results error without optimization get following output go,144
ID_5862,invalid code generated async functions containing multiple loops variable ran bizarre error rewritten code use promises include benefit anyone may searching async function contains multiple loops sharing variable name contain contain closure compiler generate invalid code accessing variable latter minimal test case reproduces issue generated code options follows note variable renamed loops however variable declared part second loop without breaks first loop value cleared generator calls second loop removed declared outside generator first loop functions correctly,144
ID_5863,assignment properties global object dropped simple optimizations level understanding compiler remove globally visible assignment properties simple optimization level true bug triggered simple test case compiled using current master ed fbfee aa f b e ff assignment global object removed generating invalid output command line expected result result generated js output compiler bug may connected deadpropertyassignmentelimination pass disable pass defaultpassconfig java generated output becomes correct,144
ID_5864,unhandled expression type var object destruction declaration loop creates runtime exception resulting runtime exception,276
ID_5865,nti goog inherits less strict non nti sure bug compiler library issue arises using put non nti compiler complain inherit class without specifying also give error try inherit non constructor nti enabled neither errors occur without nti nti output using v release closure library though package json shows version,290
ID_5866,const captured transpile properly following code prints advanced optimization prints times side note changing fixes link reproduce,144
ID_5867,advanced mode removes assignment property setter property never read simple test output advanced mode remove output expected,144
ID_5868,super class call included constructor sorry could catch issue simple example tried create exists breaks functionality angular cdk basically removes super call converts code issue also caused behavior,290
ID_5869,annotation either prevent force inlining function using gcc simple mode compiling months really happy heuristics however recently noticing minor pain point problem cases library authors want control whether function inlined particular two scenarios functions hot path determined inlining would hurt runtime performance usually point inline manually code however often produces duplicate code hard work ideally would love way tell gcc either inline function fail build impossible way know regress particular function opposite problem well sometimes split function several tighter control argument types example path hot need ensure function called monomorphic arguments however gcc break optimizations inlining separated function thus preventing engines optimizing code due deopts use case would like way tell gcc inline function even resulting code size larger prior art gcc proposal new annotation forces inlining forces function inlined even code size becomes bigger inlined build fails alternative possible naming new annotation prevents inlining forces function never considered inlining even size win alternative possible naming hint formats strong opinion supply hints comment jsdoc annotation special function name etc would work please let know something would consider current workarounds case anyone curious thought bit achieve today forcing inlining way force inlining could plausibly adopt special naming convention e g already special build disable renaming pass could analyze bundle fail build function still exists would force gcc inline least would know inlined started bailing preventing inlining might contain hints example attaching function object would prevent inlining function course would nice official solution options hacky incomplete,349
ID_5870,object literal keys name compiler error think simplest reproduction issue works remove function wrapper reference map property exception java lang illegalstateexception invalid name jscompiler object inline com foo bar baz mean use nodeutil newqname com google common base preconditions checkstate preconditions java com google javascript rhino ir name ir java com google javascript jscomp nodeutil newvarnode nodeutil java com google javascript jscomp inlineobjectliterals inliningbehavior splitobject inlineobjectliterals java com google javascript jscomp inlineobjectliterals inliningbehavior afterexitscope inlineobjectliterals java com google javascript jscomp referencecollectingcallback exitscope referencecollectingcallback java com google javascript jscomp nodetraversal popscope nodetraversal java com google javascript jscomp nodetraversal popscope nodetraversal java com google javascript jscomp nodetraversal traverseblockscope nodetraversal java com google javascript jscomp nodetraversal traversebranch nodetraversal java com google javascript jscomp nodetraversal traversefunction nodetraversal java com google javascript jscomp nodetraversal handlefunction nodetraversal java com google javascript jscomp nodetraversal traversebranch nodetraversal java com google javascript jscomp nodetraversal traversechildren nodetraversal java com google javascript jscomp nodetraversal traversebranch nodetraversal java com google javascript jscomp nodetraversal traversechildren nodetraversal java com google javascript jscomp nodetraversal traversebranch nodetraversal java com google javascript jscomp nodetraversal traversechildren nodetraversal java com google javascript jscomp nodetraversal handlescript nodetraversal java com google javascript jscomp nodetraversal traversebranch nodetraversal java com google javascript jscomp nodetraversal traversechildren nodetraversal java com google javascript jscomp nodetraversal traversebranch nodetraversal java com google javascript jscomp nodetraversal traverseroots nodetraversal java com google javascript jscomp referencecollectingcallback process referencecollectingcallback java com google javascript jscomp inlineobjectliterals process inlineobjectliterals java com google javascript jscomp phaseoptimizer namedpass process phaseoptimizer java com google javascript jscomp phaseoptimizer loop process phaseoptimizer java com google javascript jscomp phaseoptimizer process phaseoptimizer java com google javascript jscomp compiler performoptimizations compiler java com google javascript jscomp compiler call compiler java com google javascript jscomp compiler call compiler java com google javascript jscomp compilerexecutor runincompilerthread compilerexecutor java com google javascript jscomp compiler runincompilerthread compiler java com google javascript jscomp compiler stage passes compiler java com google javascript jscomp compiler compile compiler java com google javascript jscomp webservice backend compilerinvokerimpl compile compilerinvokerimpl java com google javascript jscomp webservice backend servercontroller executerequest servercontroller java com google javascript jscomp webservice backend compilationrequesthandler serviceparsedrequest compilationrequesthandler java com google javascript jscomp webservice backend compilationrequesthandler service compilationrequesthandler java com google javascript jscomp webservice frontend compilationservlet dopost compilationservlet java javax servlet http httpservlet service httpservlet java javax servlet http httpservlet service httpservlet java org eclipse jetty servlet servletholder handle servletholder java org eclipse jetty servlet servlethandler cachedchain dofilter servlethandler java com google apphosting utils servlet parseblobuploadfilter dofilter parseblobuploadfilter java org eclipse jetty servlet servlethandler cachedchain dofilter servlethandler java com google apphosting runtime jetty savesessionfilter dofilter savesessionfilter java org eclipse jetty servlet servlethandler cachedchain dofilter servlethandler java com google apphosting utils servlet jdbcmysqlconnectioncleanupfilter dofilter jdbcmysqlconnectioncleanupfilter java org eclipse jetty servlet servlethandler cachedchain dofilter servlethandler java com google apphosting utils servlet transactioncleanupfilter dofilter transactioncleanupfilter java org eclipse jetty servlet servlethandler cachedchain dofilter servlethandler java org eclipse jetty servlet servlethandler dohandle servlethandler java org eclipse jetty server handler scopedhandler handle scopedhandler java org eclipse jetty security securityhandler handle securityhandler java org eclipse jetty server session sessionhandler dohandle sessionhandler java org eclipse jetty server handler contexthandler dohandle contexthandler java org eclipse jetty servlet servlethandler doscope servlethandler java org eclipse jetty server session sessionhandler doscope sessionhandler java org eclipse jetty server handler contexthandler doscope contexthandler java org eclipse jetty server handler scopedhandler handle scopedhandler java com google apphosting runtime jetty appversionhandlermap handle appversionhandlermap java org eclipse jetty server handler handlerwrapper handle handlerwrapper java org eclipse jetty server server handle server java org eclipse jetty server httpchannel handle httpchannel java com google apphosting runtime jetty rpcconnection handle rpcconnection java com google apphosting runtime jetty rpcconnector servicerequest rpcconnector java com google apphosting runtime jetty jettyservletengineadapter servicerequest jettyservletengineadapter java com google apphosting runtime javaruntime requestrunnable dispatchservletrequest javaruntime java com google apphosting runtime javaruntime requestrunnable dispatchrequest javaruntime java com google apphosting runtime javaruntime requestrunnable run javaruntime java com google apphosting runtime javaruntime nullsandboxrequestrunnable run javaruntime java com google apphosting runtime threadgrouppool poolentry run threadgrouppool java java lang thread run thread java original post data output format json output info compiled code output info warnings output info errors output info statistics compilation level simple optimizations warning level default output file name default js js code function b var map b com foo bar baz bang b b trying use closure within java app could turn inlineobjectliteral pass guess might also work could figure tried compileroptions setinlinevariables false avail code causing failure,349
ID_5871,compilation bug async await compilation await expression function argument complete successfully see b console log await aget b,290
ID_5872,source maps resolved relative sourcefile path may valid path maybe caught,60
ID_5873,number incorrectly folded number reported valid almost numbers nan falsy even though false,335
ID_5874,scripts without either import export dropped compilation new es module force rewriting longer adding calls dependency information script thus dropped,192
ID_5875,crash varcheck chromepass enabled ,119
ID_5876,variable first declared helpful error message variable declared time yielded error message helpful even sound like error sounds like benign condition like error nice pants figure actually meant grepped generated error message noticed constant called could error message improved e g,219
ID_5877,unblock roll forward always inline iifes change pr got rolled back due failing test within google issue tracks diagnosing fixing rolling forward change,182
ID_5878,internal compiler failure annotating setter type param name swapped setter param annotation type param name switched compiler crashes pretty hard b return b f param arg b f mymethod arg b return b aclass fails b f param v b f set answer v b return b input conformanceconfig externs refasterjs template includedefaultexterns check symbols missing properties transpile check types closure pass preserve type annotations pretty print appears specific setters classes param swapping fail normal class methods setters plain objects partially demonstrated code,49
ID_5879,nti callable warning using nti following code generated get warning however try might create simple repo case get warning code,290
ID_5880,add transpilation support object rest spread properties see full proposal currently stage chrome begun development support,58
ID_5881,string substr improperly replaced string charat hi somewhere assume string substr replaced string charat think missed exception left substr seems positive n behaves like returns empty string negative argument thanks,289
ID_5882,inexistent param error annotation parameter names match method signature get warning see code goes without error really feel error seem exposed raise error,127
ID_5883,stack overflow set class prototype self class foo foo prototype new foo java lang stackoverflowerror com google javascript rhino jstype functiontype clearcachedvalues functiontype java com google javascript rhino jstype functiontype clearcachedvalues functiontype java com google javascript rhino jstype functiontype clearcachedvalues functiontype java com google javascript rhino jstype functiontype clearcachedvalues functiontype java,2
ID_5884,incorrect override functions optional parameter using advanced optimizations option compiler ignores overriden functions call base class method without passing optional arguments ok undefined height passed explicitly however height passed compiler throws away bar prototype resize method completely bar removed output code minimal code reproduce issue,144
ID_5885,incorrect type based optimization enum null team bunch code uses include entry also lot nullable references enum values want different behavior depending whether variable non null value usually check turned checks get optimized truthiness check incorrect enum contains example incorrectly optimizing use code compiles correctly also using advanced optimizations compiling es input es strict output etc,144
ID_5886,spread operator issues use es generate es output updated v spread operators previously translated well uncaught exceptions error jscomp arrayfromiterable function tried get minimum reproducible sample success,269
ID_5887,x null gets optimized x searched seems like might legit issue posting noticed recent upgrade previously v compiled v later compiling longer discriminates null undefined surprising us bug maybe using annotations incorrectly minimal repro shows precise set options used,144
ID_5888,es modules pass incorrectly marks invalid identifiers es class methods fails includes different explicitly include reserved words reserved words seem allowed presume something es modules also fails,144
ID_5889,es transpilation causes syntax error whitespace compilation language es strict language es strict code changed adding parens around arrow function params nice removing body okay braces parsed function body higher priority needs parens parsed object literal code wants absolutely correct may rewritten,144
ID_5890,unexpected object pattern parent messing around object destructing got compilation error stack trace note valid js run chrome,290
ID_5891,closure compiler linter snapshot jar successfully compiled linter launch right way tried bash windows maybe way run linter closure compiler seems enough,192
ID_5892,support aliases eg place jsdoc spec defines several convenience improved readability aliases annotations place even little characters adds writing lot annotations however far tell closure compiler support would great closure compiler could support aliases since normally aliases hard add would imagine would fairly simple request,192
ID_5893,parser fails string literal property names parser incorrectly fails parse es shorthand method names property names string literals examples generator function,269
ID_5894,polymer pass behavior error seem getting error behavior definitions defined described polymer documentation parse compile issue wrong,106
ID_5895,support member variables defined within type current way writing types members bit verbose would nice putting members inside supported like supported format could even better,326
ID_5896,tighten types array isarray ,20
ID_5897,strange warning actual parameter match formal parameter using versions encountered strange error object looks like strange thing compiler complains actual formal parameters match according warning log however constructor parameter declared,288
ID_5898,prepping es changes async functions finished proposal es spec couple interesting items would like work though probably make es team allowed use feature stage proposal process higher plan handling considering adding language level features yet formalized spec considering adding consistent babel,58
ID_5899,unable destructure let assignments working compiling generated code seem running unexpected error attempting destructure array using let declaration changing let var resolves issue looks like issue could related sample code running closure compiler received following error,144
ID_5900,linter handle enhanced object literals ,49
ID_5901,collapse properties massive impact es module code size tested recently pretty bad since set via command line without collapse properties dce basically work could generated code changed rely,144
